billing_date,client_id,service_code,resource_id,billable_hours,capacity_hours,bill_rate_gbp,amount_billed_gbp,cost_inr,status
2023.10.24,C010,dev ,R5619,40.9,50.9,£45.00,"£1,841.28","85,370",Draft
"Jun 3, 2023",C005,hd ,R3101,409.1,474.3,22.00,"8,999.84","333,747",draft
2023.06.21,C999,ofp ,R2110,129.1,151.7,£16.00,"2,066.18","84,951",Billed
22/03/2023,C011,soc ,R6012,15.1,18.1,£42.00,633.49,"₹22,649",draft
2023.05.23,C003,soc ,R2080,194.8,237.3,£42.00,"£8,180.97",,draft
2023.02.06,C011,HD,R5991,258.2,299.3,£22.00,"£5,680.01","INR 212,856",billed
2023.10.03,C007,Ofp,R4183,420.3,487.0,16.00,"£6,725.50","₹274,830",draft
2023-06-17,C009,noc,R5056,101.4,120.1,28.00,"2,838.38","₹108,302",Credit
2023-03-11,C003,aut,R2060,68.7,85.8,£52.00,"3,574.36","₹135,992",billed
"Feb 14, 2023",C003,Cld ,R2039,138.0,181.1,£48.00,"(£1,987.78)","INR 269,108",Billed
2023-09-21,C010,Hd,R5605,290.8,347.8,£22.00,"£6,398.13","235,422",Billed
2023-02-07,C005,DEV,R3049,182.9,226.8,£45.00,"£8,228.56","393,345",Draft
"Jun 17, 2023",C010,cld,R5571,27.2,33.8,48.00,"£1,306.66","54,087",BILLED
2023-05-28,C006,SOC,R3595,79.0,98.5,£42.00,"3,317.68","₹114,989",draft
"May 17, 2023",C004,cld,R2573,175.3,212.3,48.00,"8,413.05","₹317,512",Draft
2023-05-18,C010,SOC,R5552,14.8,17.5,£42.00,621.50,"21,648",credit
"Oct 1, 2023",C010,ofp ,R5622,424.3,499.6,£16.00,"£6,788.40","INR 274,288",billed
2023.10.28,C004,Dev,R2652,254.1,340.4,£45.00,"£11,434.07","528,401",credit
"Apr 7, 2023",C012,DEV,R6499,25.6,33.5,£45.00,"1,152.03","52,961",Credit
2023-01-07,C010,ofp ,R5506,413.6,477.6,£16.00,"£6,618.24","274,233",Credit
"Oct 7, 2023",C007,Dev,R4181,123.1,159.6,£45.00,"£5,541.06",NA,credit
"Apr 19, 2023",C009,ofp ,R5039,157.8,179.0,£16.00,"£2,524.31","₹107,075",Credit
2023-08-10,C010,cld,R5596,46.5,58.5,£48.00,"£2,230.01","86,668",credit
"Apr 16, 2023",C009,Aut ,R5036,18.7,25.2,52.00,GBP 969.94,"₹35,957",Credit
2023-09-10,C009,CLD,R5104,65.2,81.0,£48.00,"3,127.49","124,398",Billed
2023-06-03,C009,SOC,R5058,118.0,155.7,42.00,"4,955.68","₹175,208",Credit
2023-03-03,C009,Soc,R5014,109.4,138.8,GBP 42.00,"4,593.79","₹159,955",BILLED
2023.05.10,C011,DEV,R6038,26.2,33.9,£45.00,"1,179.03","₹54,297",Draft
2023.04.09,C999,soc ,R2559,229.9,291.4,£42.00,"9,657.35","₹329,790",Billed
2023.09.17,C007,DEV,R4167,122.7,157.6,45.00,"£5,521.89","₹261,793",BILLED
2023.05.01,C002,SOC,R1578,223.8,278.2,42.00,"£9,400.98","₹331,818",BILLED
"Oct 12, 2023",C005,dev ,R3164,93.3,119.9,,"£4,196.67","197,871",Billed
06/09/2023,C008,Soc,R4583,63.2,78.8,£42.00,"2,654.11","₹91,820",BILLED
2023-10-23,C001,ofp ,R1137,231.3,271.8,GBP 16.00,"GBP 3,700.24","₹148,440",Credit
2023-05-11,C007,hd ,R4105,272.2,318.1,22.00,"£5,988.23","₹222,833",credit
"Mar 13, 2023",C007,cld,R4078,55.7,69.9,£48.00,"£2,672.13","₹105,189",credit
2023-08-25,C002,Dev,R1619,335.9,418.2,GBP 45.00,"15,117.17","705,276",billed
2023-03-19,C007,Aut ,R4085,30.7,38.5,52.00,"£1,594.71",n/a,Credit
2023-02-27,C006,noc,R3552,198.0,237.8,28.00,"5,542.66",NA,Billed
18/06/2023,C005,cld,R3108,64.8,82.8,48.00,"£3,110.33","₹124,413",billed
2023-07-27,C012,noc,R6526,42.9,50.9,£28.00,"£1,199.83","₹46,003",draft
2023-05-13,C005,AUT,R3094,49.5,61.3,52.00,"£2,572.08","95,235",Billed
2023-10-01,C011,Dev,R6100,62.2,80.3,£45.00,"2,799.45","₹129,093",Credit
2023.02.02,C004,HD,R2524,420.6,496.1,22.00,"9,253.05","337,300",draft
"Jan 19, 2023",C003, HD,R2016,369.1,428.3,£22.00,n/a,"₹301,801",credit
2023-03-17,C010,aut,R5532,6.3,8.0,52.00,£328.49,"₹11,957",Draft
2023-07-09,C011,ofp ,R6067,438.6,517.2,null,"£7,017.40","283,203",draft
25/06/2023,C010,dev ,R5572,20.2,25.8,45.00,£910.61,"43,123",Billed
2023-01-21,C012,OFP,R6471,198.9,238.4,£16.00,"3,182.94","134,401",Credit
2023-10-13,C003,Soc,R2156,220.1,277.0,£42.00,"9,243.90","₹329,191",BILLED
08/05/2023,C001,NOC,R1056,704.6,847.7,28.00,error,,billed
28/01/2023,C005,dev ,R3036,72.5,91.3,£45.00,"£3,264.34","INR 149,125",credit
2023-04-16,C011,NOC,R6020,181.0,221.5,GBP 28.00,"£5,068.09","₹192,973",Draft
2023-03-25,C008,HD,R4496,286.4,330.2,£22.00,"6,300.88","₹239,188",Billed
2023-10-05,C006,AUT,R3670,63.9,78.4,£52.00,"3,323.66","₹129,590",Draft
2023-02-20,C001, HD,R1016,888.8,1045.5,£22.00,"(£5,866.12)","729,119",Draft
2023-08-20,C001,Cld ,R1101,124.4,155.1,£48.00,"5,972.49","236,272",BILLED
05/05/2023,C005,cld,R3091,102.5,123.6,48.00,"GBP 4,922.36","₹196,607",Billed
20/06/2023,C003,NOC,R2095,241.9,303.8,28.00,"(£2,031.55)","257,787",billed
"May 6, 2023",C001,CLD,R1059,151.8,189.3,48.00,"GBP 7,287.67","INR 303,524",Credit
"Jun 7, 2023",C012, HD,R6514,234.1,277.9,22.00,"£5,149.41","₹182,918",Credit
01/07/2023,C004,Cld ,R2606,251.9,311.3,£48.00,"£12,091.44","₹486,557",Billed
06/10/2023,C008,Ofp,R4602,216.4,254.3,£16.00,"£3,462.37","143,444",Billed
2023-03-04,C009,HD,R5012,217.6,255.3,22.00,"4,787.91","177,494",credit
2023.06.06,C009,noc,R5055,123.1,145.9,28.00,"£3,447.86","133,320",billed
2023-11-19,C004,DEV,R2662,178.3,222.3,45.00,"£8,022.93","₹380,076",draft
"Jun 4, 2023",C011,soc ,R6049,10.9,13.1,£42.00,457.50,"₹15,914",billed
25/06/2023,C011,noc,R6044,-,61.1,£28.00,"£1,423.72","54,551",billed
2023-09-01,C002,hd ,R1625,503.4,,GBP 22.00,"11,073.80","416,128",billed
"Jun 25, 2023",C005,Aut ,R3113,44.5,56.1,52.00,"£2,312.42","₹87,814",credit
2023-01-17,C003,Ofp,R2031,,n/a,16.00,"3,076.90","INR 124,358",BILLED
15/07/2023,C005,noc,R3122,146.6,180.2,£28.00,"4,105.62","₹156,828",BILLED
2023.07.03,C002,ofp ,R1611,148.5,175.2,£16.00,,"₹98,932",Billed
2023.04.06,C010,soc ,R5538,34.2,43.3,42.00,"£1,436.96","52,259",Credit
2023-06-18,C011, HD,R6043,162.3,190.3,£22.00,"3,571.49","INR 135,229",Billed
2023.03.23,C010,Cld ,R5529,51.8,63.9,48.00,"£2,484.20","INR 97,326",BILLED
"Mar 28, 2023",C003,noc,R2049,233.8,271.0,£28.00,"(£1,963.83)","₹249,871",Credit
2023.01.19,C010,Cld ,R5500,22.5,28.6,48.00,"1,078.92","₹41,012",credit
2023-04-18,C002,Cld ,R1564,177.1,221.9,48.00,"8,501.32","350,829",Draft
2023-11-11,C009,noc,R5127,115.5,135.1,£28.00,"£3,234.13","123,162",Draft
"Nov 25, 2023",C012,HD,R6576,222.9,273.6,£22.00,"£4,904.30","₹188,920",draft
2023-03-05,C003,NOC,R2051,233.3,270.4,28.00,"6,531.46","244,837",BILLED
2023-04-27,C999,SOC,R6023,12.3,15.7,42.00,516.38,"₹18,118",Draft
2023-03-22,C001,SOC,R1032,224.2,280.3,42.00,"GBP 9,417.95","₹334,355",BILLED
2023-09-28,C008,dev ,R4585,127.8,166.9,GBP 45.00,"5,750.68","₹265,919",credit
"Jan 9, 2023",C003,Cld ,R2024,449.7,557.4,£48.00,"21,585.14","INR 873,727",BILLED
10/09/2023,C001,Ofp,R1127,290.4,337.4,GBP 16.00,"£4,645.76","₹198,712",Credit
2023.08.22,C001,Soc,R1098,225.0,282.4,42.00,"9,451.53","349,260",billed
"Sep 3, 2023",C008,dev ,R4586,106.3,138.8,£45.00,"£4,783.21","INR 223,710",credit
25/02/2023,C999,Soc,R2530,205.8,249.5,GBP 42.00,"£8,642.86","INR 310,097",billed
2023-06-08,C011,NOC,R6046,57.0,68.5,28.00,"1,597.31","₹61,452",draft
14/02/2023,C004,SOC,R2531,211.7,256.7,£42.00,"8,889.72","302,548",credit
2023-11-24,C001,Ofp,R1153,216.4,253.3,£16.00,"£3,462.54","₹144,076",Draft
2023.05.04,C008,hd ,R4521,489.8,561.2,£22.00,"£10,774.59","₹400,441",BILLED
2023.08.25,C006,Cld ,R3641,73.7,94.3,£48.00,"GBP 3,538.14","₹140,344",draft
15/10/2023,C002,Noc ,R1645,306.6,368.7,-,"£8,584.92","₹335,380",draft
"Aug 2, 2023",C001,DEV,R1103,226.9,295.4,£45.00,"GBP 10,211.06","₹479,208",Billed
2023-07-10,C007,aut,R4140,n/a,NA,£52.00,"£2,534.63","₹93,679",Draft
24/02/2023,C006,NOC,R3553,158.7,190.6,28.00,"£4,442.80","₹164,857",draft
2023.09.11,C005,Noc ,R3146,447.7,545.0,£28.00,"12,534.82","456,565",BILLED
2023.12.22,C010,aut,R5652,9.8,12.5,52.00,£507.62,"18,582",Billed
2023-08-14,C003,Soc,R2130,489.5,615.4,£42.00,"£20,558.72","₹727,240",draft
15/09/2023,C007,SOC,R4164,210.2,256.2,42.00,"GBP 8,830.20","306,984",BILLED
15/06/2023,C003,Ofp,R2112,128.6,151.1,£16.00,"2,056.99","₹85,470",BILLED
"Jun 2, 2023",C002,Soc,R1589,688.7,840.2,42.00,"£28,926.90","₹1,002,769",BILLED
10/09/2023,C003,Cld ,R2146,173.1,219.3,£48.00,"(£2,492.19)","₹327,570",Billed
2023-07-17,C010,SOC,R5582,21.8,27.2,£42.00,£914.63,"32,002",billed
"Feb 27, 2023",C010,noc,R5510,64.8,78.7,GBP 28.00,#REF!,"INR 69,667",credit
2023-03-12,C011,ofp ,R6017,194.3,230.2,16.00,"£3,109.40","₹129,696",billed
2023-09-23,C003, HD,R2140,566.8,669.0,GBP 22.00,,"INR 468,753",BILLED
16/10/2023,C003,DEV,R2159,219.4,271.8,£45.00,"9,873.08","₹468,885",BILLED
"Apr 26, 2023",C009,AUT,R5038,,26.6,£52.00,"£1,022.34","37,488",billed
2023.09.15,C005,AUT,R3152,41.4,51.5,£52.00,"£2,152.38","₹80,153",credit
2023.11.16,C002,AUT,R1662,337.7,415.5,52.00,"17,562.21","INR 656,950",BILLED
2023-10-18,C012,noc,R6565,49.9,59.6,£28.00,"1,396.09","INR 52,331",credit
2023.09.23,C012,hd ,R6548,508.4,n/a,£22.00,"11,184.50","₹411,781",BILLED
"Mar 10, 2023",C007,CLD,R4077,69.2,86.9,48.00,"3,320.29","₹134,253",credit
2023.10.01,C003,dev ,R2158,251.0,311.0,-,"11,295.38","514,268",Draft
02/07/2023,C002,AUT,R1609,326.2,419.6,52.00,"16,961.85","635,718",draft
"Feb 27, 2023",C004,Hd,R2523,422.7,498.6,£22.00,"9,299.55","342,472",Billed
2023.01.15,C003,AUT,R2028,65.6,84.4,52.00,"GBP 3,410.35","124,614",credit
2023.09.26,C002, HD,R1626,431.6,490.3,£22.00,n/a,"₹361,480",Credit
2023-09-03,C004,Hd,R2627,560.0,695.2,22.00,"£12,319.72","₹456,236",Billed
"Jan 14, 2023",C006,ofp ,R3549,177.5,200.1,16.00,"£2,840.26","₹117,750",BILLED
2023-01-01,C003,DEV,R2025,184.6,225.2,£45.00,"8,306.63","₹383,365",credit
2023-10-03,C012,Noc ,R6567,48.2,57.6,28.00,"1,350.67","50,406",BILLED
2023-06-09,C009,dev ,R5063,51.2,65.0,£45.00,(£690.57),"108,983",Credit
2023-05-15,C009,hd ,R5041,380.6,457.2,£22.00,"£8,373.20",,BILLED
"Nov 10, 2023",C005,CLD,R3173,123.9,156.1,£48.00,"£5,948.08","₹243,066",credit
04/05/2023,C010,ofp ,R5560,112.4,129.6,16.00,"£1,798.43","₹75,808",BILLED
25/04/2023,C008,cld,R4514,61.1,73.2,£48.00,"£2,934.27","₹117,460",draft
2023.04.03,C005,Dev,R3079,119.1,156.8,£45.00,"£5,360.00","INR 250,424",credit
08/07/2023,C003,dev ,R2121,220.7,296.3,GBP 45.00,"9,930.52","470,727",draft
2023-01-23,C012,Noc ,R6463,44.4,53.2,£28.00,"£1,243.17","46,785",billed
2023.05.14,C010,CLD,R5555,24.2,29.9,48.00,"1,161.52","₹46,418",credit
2023.03.23,C999,Noc ,R6010,91.5,110.4,GBP 28.00,"GBP 2,561.32","95,928",Credit
"Feb 3, 2023",C008,Cld ,R4485,53.4,66.3,48.00,"2,561.99","102,036",BILLED
"Apr 2, 2023",C001,DEV,R1050,163.8,215.2,£45.00,"7,373.25","₹338,934",Draft
07/03/2023,C009,CLD,R5015,67.3,83.0,48.00,"3,232.59","INR 129,023",Credit
2023-12-17,C012,Hd,R6590,177.3,210.2,GBP 22.00,"(£1,170.35)","₹143,033",billed
08/06/2023,C004,ofp ,R2596,194.1,222.8,GBP 16.00,"3,105.52","123,846",credit
02/10/2023,C004,hd ,R2644,603.1,710.5,22.00,"13,267.85","₹487,770",BILLED
21/05/2023,C005,AUT,R3095,46.8,58.0,£52.00,"£2,435.52","91,084",draft
2023.08.10,C008,ofp ,R4579,103.1,120.9,£16.00,"1,649.10","₹69,958",BILLED
2023.03.01,C006,noc,R3564,417.0,510.2,£28.00,"£11,675.47","447,677",draft
2023.10.28,C011,cld,R6099,18.4,24.7,£48.00,£882.76,"34,573",Billed
2023.04.01,C008,Cld ,R4513,64.3,77.0,£48.00,error,"₹121,718",credit
2023.11.15,C003,Soc,R2170,225.5,288.7,£42.00,"9,471.96","₹320,443",draft
"Nov 21, 2023",C008,ofp ,R4616,188.1,210.4,£16.00,"3,009.78","₹123,249",draft
2023.06.03,C006,noc,R3607,180.5,222.0,GBP 28.00,"5,053.57","195,984",Credit
2023.06.05,C009,cld,R5060,67.7,84.4,48.00,"£3,250.94","133,844",draft
2023-09-14,C002,Ofp,R1640,259.1,296.1,16.00,"4,145.91","₹176,539",billed
2023-07-21,C006,Noc ,R3623,139.3,169.2,28.00,"GBP 3,900.59","₹148,144",BILLED
2023-10-11,C011,AUT,R6101,15.2,18.6,£52.00,791.55,"29,527",draft
2023.03.21,C005,ofp ,R3068,173.2,213.4,16.00,"£2,770.86","₹107,020",credit
"Feb 19, 2023",C005,Cld ,R3048,187.0,227.3,GBP 48.00,"8,975.42","₹354,062",Billed
2023-01-26,C009,Soc,R4988,114.9,142.7,£42.00,"4,824.29","168,594",draft
"Jul 5, 2023",C001, HD,R1079,1419.9,1583.4,GBP 22.00,"£31,237.17","₹1,187,824",Draft
"Mar 19, 2023",C004,DEV,R2548,393.3,503.1,45.00,"£17,697.41","₹813,613",draft
"Jun 18, 2023",C012,soc ,R6517,12.1,14.9,42.00,£508.80,"17,564",billed
23/09/2023,C009,Hd,R5096,234.0,269.4,£22.00,"5,147.95","₹194,691",BILLED
03/08/2023,C004,NOC,R2617,387.3,463.5,£28.00,"£10,844.29","₹425,246",Billed
2023-02-13,C010,AUT,R5520,8.4,10.3,52.00,#N/A,"₹15,479",Billed
"Mar 23, 2023",C010,soc ,R5528,-,17.8,£42.00,£601.50,"INR 20,661",credit
06/09/2023,C008,Soc,R4583,63.2,78.8,£42.00,"2,654.11","₹91,820",BILLED
2023-04-10,C001,cld,R1048,226.5,304.4,48.00,"10,872.21","₹434,349",credit
2023-02-18,C001,dev ,R1027,236.0,307.5,45.00,"10,620.85","490,340",BILLED
2023-03-27,C011,Cld ,R6014,55.7,69.7,48.00,"GBP 2,673.37","₹107,096",Draft
2023.01.21,C005,dev ,R3034,77.3,97.3,GBP 45.00,"£3,478.56","160,972",credit
08/05/2023,C011,Hd,R6032,262.8,292.2,£22.00,"£5,781.07","₹219,106",credit
10/12/2023,C011,soc ,R6122,17.9,22.0,GBP 42.00,£753.85,"₹26,531",draft
2023-03-08,C999,Dev,R2058,399.3,505.6,£45.00,"17,969.05","856,752",Credit
2023-02-15,C005,soc ,R3046,53.0,64.7,£42.00,"2,225.31","78,456",draft
2023-02-17,C010,noc,R5511,82.0,99.6,£28.00,"2,296.60","86,321",billed
18/01/2023,C008,cld,R4469,47.3,57.0,£48.00,"£2,272.08","INR 92,442",draft
13/03/2023,C002,OFP,R1557,450.9,524.0,16.00,"7,214.26","INR 290,840",Credit
08/01/2023,C003,SOC,R2023,168.1,208.8,£42.00,"£7,059.81","₹250,761",Draft
09/09/2023,C011,Noc ,R6084,82.2,97.6,28.00,"2,300.71","₹89,578",Credit
2023.11.27,C007,soc ,R4189,102.9,122.7,£42.00,null,"₹156,357",Credit
2023-08-02,C006,Soc,R3640,76.7,96.1,42.00,"£3,221.69","₹112,719",credit
03/01/2023,C002, HD,R1517,442.9,536.0,£22.00,"GBP 9,743.26","₹353,757",BILLED
2023.02.02,C012,HD,R6472,206.2,244.0,22.00,"£4,537.40","INR 172,078",Credit
2023.08.14,C010,dev ,R5598,15.9,20.3,45.00,£714.57,"₹34,372",Credit
"Oct 6, 2023",C003,ofp ,R2165,154.6,175.2,£16.00,"£2,472.94","₹101,933",billed
20/03/2023,C004,Aut ,R2550,75.3,95.0,£52.00,"3,915.99","₹142,156",draft
04/12/2023,C011,Soc,R6123,22.1,27.1,n/a,927.71,"31,976",draft
2023-12-16,C010,Soc,R5645,13.9,17.8,null,GBP 581.94,"20,248",Billed
2023.10.22,C011,hd ,R6092,492.3,606.5,£22.00,"£10,830.59","404,836",BILLED
2023-01-27,C008,Aut ,R4475,21.2,26.7,52.00,"£1,104.44","42,528",Draft
2023-03-02,C010,Aut ,R5533,5.8,7.4,52.00,£301.54,"11,438",draft
"Aug 6, 2023",C009,Soc,R5086,39.5,48.9,£42.00,"1,658.61","₹58,335",BILLED
2023-12-06,C006,Cld ,R3692,127.2,160.9,£48.00,"GBP 6,105.89","₹253,044",draft
"Mar 6, 2023",C005,Aut ,R3065,31.7,-,£52.00,"1,650.61","₹60,974",billed
2023-10-23,C008,hd ,R4592,389.8,455.9,£22.00,"£8,575.29","₹309,373",BILLED
"May 26, 2023",C004,CLD,R2574,190.8,231.2,£48.00,"£9,160.66","367,947",billed
26/07/2023,C003,aut,R2124,122.9,152.5,52.00,"GBP 6,389.64","INR 247,571",draft
2023.03.25,C009,Cld ,R5016,57.9,71.4,£48.00,"2,779.78","113,939",Billed
2023-07-27,C002,soc ,R1604,202.6,262.3,£42.00,"8,509.05","INR 295,861",billed
"Oct 27, 2023",C002,Cld ,R1649,192.6,235.3,48.00,"9,243.20","₹366,566",Draft
"Feb 11, 2023",C001,Noc ,R1019,238.1,287.1,£28.00,"6,667.51","₹255,544",credit
2023.12.06,C005,HD,R3181,612.3,722.6,£22.00,"13,470.86","₹500,294",Draft
2023-01-06,C999,Aut ,R3547,19.2,24.3,£52.00,£998.63,"₹37,400",draft
2023-01-15,C003,SOC,R2021,219.2,272.3,42.00,"£9,205.33",-,Draft
28/02/2023,C006,OFP,R3561,147.6,172.4,£16.00,"2,360.95","98,558",Billed
2023.09.18,C999,OFP,R2150,360.3,410.8,16.00,"£5,764.31","₹238,117",draft
2023-04-27,C009,cld,R5032,46.4,58.5,£48.00,"£2,228.69","INR 90,526",BILLED
2023-10-27,C005,Soc,R3160,188.7,234.5,42.00,"£7,926.07","₹291,102",BILLED
2023.10.02,C004,Soc,R2649,258.3,326.1,£42.00,"£10,846.81","₹385,290",billed
2023-02-04,C003,NOC,R2035,226.6,270.5,£28.00,"£6,343.98","237,478",Credit
2023-04-18,C006,aut,R3588,32.4,40.4,£52.00,"£1,686.27","64,384",credit
2023-06-01,C001,Soc,R1071,226.3,275.5,£42.00,"(2,851.77)","INR 339,778",billed
"May 18, 2023",C007,soc ,R4108,91.6,116.9,£42.00,"GBP 3,848.91","₹131,040",BILLED
2023-07-22,C012,Noc ,R6525,40.8,48.5,28.00,"1,141.99",n/a,billed
07/03/2023,C999,cld,R3059,127.3,158.4,48.00,"£6,109.08","₹243,298",Draft
2023.11.05,C010,Soc,R5630,14.8,17.5,42.00,n/a,"₹22,135",billed
2023-04-25,C002, HD,R1560,500.5,608.2,22.00,"11,010.37","₹400,861",Draft
01/07/2023,C008,Aut ,R4562,32.5,40.4,£52.00,-,"₹62,613",Credit
"Sep 21, 2023",C011,dev ,R6087,17.8,22.5,£45.00,£801.14,"₹38,674",draft
2023-01-20,C001,hd ,R1003,439.9,506.7,£22.00,"£9,678.72","₹359,665",Billed
"May 28, 2023",C003,CLD,R2084,134.3,167.6,£48.00,"GBP 6,445.04","259,815",Draft
2023-08-04,C004,hd ,R2615,532.6,607.9,22.00,"£11,716.55","433,110",Billed
2023-05-17,C002,Ofp,R1583,149.8,176.8,£16.00,"2,396.29","97,542",credit
2023-12-17,C004,NOC,R2671,297.5,357.7,28.00,"£8,329.16","₹310,050",draft
2023.07.08,C006,AUT,R3632,20.5,25.7,GBP 52.00,"£1,066.34","₹38,749",Billed
2023-10-16,C006,ofp ,R3672,155.9,177.1,£16.00,"£2,493.93","₹101,451",Draft
22/05/2023,C011,Hd,R6031,241.5,268.5,22.00,"£5,313.03","₹201,101",credit
02/07/2023,C005,aut,R3129,49.8,63.7,52.00,"£2,589.60","₹97,372",BILLED
"Apr 16, 2023",C009,Dev,R5034,60.8,79.2,£45.00,"2,737.02","131,772",credit
2023-11-06,C009,cld,R5132,42.0,52.5,£48.00,"2,014.26","₹78,073",credit
18/07/2023,C003,soc ,R2117,176.2,213.9,£42.00,-,"₹264,674",draft
11/03/2023,C007,aut,R4083,27.4,34.4,£52.00,"1,424.82","50,385",Draft
2023-03-04,C999,Ofp,R2062,340.1,396.0,£16.00,"£5,440.89","221,988",Credit
2023.10.10,C008,OFP,R4603,217.8,255.9,£16.00,"3,484.01","₹137,955",Credit
2023-10-22,C004,SOC,R2648,274.9,347.1,42.00,"£11,544.61","₹400,862",BILLED
"Sep 8, 2023",C006,CLD,R3657,126.8,165.4,48.00,"£6,085.40","₹248,864",Draft
2023.04.10,C001,Soc,R1046,662.6,872.6,GBP 42.00,"£27,828.64","962,588",Credit
04/08/2023,C003,aut,R2137,120.3,150.1,52.00,"6,254.14","INR 230,163",Billed
19/05/2023,C007,CLD,R4111,64.3,78.1,£48.00,"£3,087.20","₹124,435",Billed
2023-01-10,C008,SOC,R4468,128.5,165.6,£42.00,"£5,396.23","₹182,070",BILLED
"Jun 27, 2023",C011,aut,R6053,7.8,9.6,52.00,(£122.30),"15,315",Draft
2023-08-08,C001,Aut ,R1106,114.0,139.8,£52.00,"5,928.41","₹222,892",Draft
2023-05-26,C001,Dev,R1063,150.5,192.8,45.00,"6,772.73","₹306,488",credit
14/04/2023,C001,AUT,R1052,311.2,386.7,£52.00,"£16,181.41","₹605,876",Draft
2023-01-12,C005,soc ,R3031,184.1,231.1,42.00,"7,730.27","257,812",Credit
2023-06-10,C006,AUT,R3617,23.4,29.7,£52.00,"£1,216.03","₹46,065",Billed
18/07/2023,C002,OFP,R1610,178.5,210.5,£16.00,"£2,855.87","₹118,190",BILLED
2023-05-12,C009,AUT,R5051,58.3,72.0,£52.00,"£3,033.52","₹113,173",Credit
"Oct 19, 2023",C002,SOC,R1647,332.3,441.9,GBP 42.00,"13,954.96","₹481,835",billed
2023-01-23,C009,Dev,R4990,136.0,178.7,£45.00,"GBP 6,118.38","289,779",Billed
2023.02.23,C005,Noc ,R3044,149.2,173.3,28.00,"4,176.79","161,596",Credit
2023-11-24,C001,HD,R1140,757.4,864.8,22.00,"16,663.26","607,173",Draft
2023.03.07,C008,OFP,R4505,313.5,377.4,£16.00,"5,015.22","208,137",credit
"Aug 5, 2023",C011,HD,R6068,135.9,161.5,£22.00,"£2,990.76",NA,Billed
"Sep 2, 2023",C004,OFP,R2641,332.9,391.1,16.00,"£5,326.61","217,100",billed
2023-08-28,C006,NOC,R3636,134.9,165.5,28.00,"£3,778.52","₹137,005",Draft
19/06/2023,C006,hd ,R3606,825.6,1005.0,£22.00,"£18,164.04","678,221",credit
2023.01.21,C006,Hd,R3536,389.1,460.5,£22.00,"£8,560.55","317,731",Draft
"May 11, 2023",C004,DEV,R2575,476.2,605.6,45.00,"£21,430.30","995,796",credit
2023-03-15,C006,dev ,R3570,116.2,150.4,£45.00,"£5,230.16","245,676",Billed
2023-05-21,C010,Ofp,R5561,119.0,137.3,£16.00,"£1,904.65","₹78,334",Draft
2023-12-28,C006,dev ,R3695,80.6,100.4,GBP 45.00,"3,628.51","174,707",Credit
"Nov 16, 2023",C003,Soc,R2172,203.2,260.0,42.00,"8,532.62","297,911",Credit
2023.07.04,C007,NOC,R4135,151.3,182.3,£28.00,"£4,235.53","INR 158,413",draft
2023-09-23,C004,Dev,R2638,246.2,321.5,45.00,"£11,077.12","499,005",billed
2023.11.16,C001,NOC,R1142,423.9,497.1,28.00,"£11,868.78","462,913",draft
13/08/2023,C009,noc,R5083,126.4,153.6,28.00,"£3,538.95","134,290",Credit
2023-06-13,C010,CLD,R5570,25.2,31.3,£48.00,"1,209.03","₹48,597",Credit
"Jan 8, 2023",C001,Cld ,R1006,397.2,493.7,£48.00,"19,063.25","₹760,453",Billed
2023-12-23,C012,dev ,R6596,13.9,18.3,£45.00,£626.84,"₹29,093",draft
09/10/2023,C008,cld,R4599,56.9,75.1,£48.00,"£2,731.73","₹107,293",BILLED
2023-09-04,C002,Soc,R1630,343.6,428.8,42.00,"£14,431.06","516,539",Draft
2023-07-05,C003,noc,R2115,403.7,468.9,28.00,"£11,303.75","429,444",billed
06/11/2023,C001,Soc,R1143,393.6,474.8,£42.00,"16,532.37","564,067",Draft
"Jul 12, 2023",C008,hd ,R4550,322.5,374.3,£22.00,"7,096.09","262,660",draft
"Jun 7, 2023",C011,Hd,R6041,161.4,189.2,£22.00,"£3,550.11","INR 127,222",Credit
"Oct 7, 2023",C007,noc,R4175,171.3,206.6,£28.00,"GBP 4,797.06","₹181,396",credit
2023-04-01,C009,hd ,R5025,344.1,392.3,22.00,"£7,570.04","₹279,968",draft
2023-06-18,C003,Noc ,R2097,219.7,276.0,£28.00,"6,151.80","241,125",credit
2023-11-08,C007,Cld ,R4190,204.6,251.8,£48.00,"9,819.35","INR 397,019",billed
"Jan 13, 2023",C010,hd ,R5493,188.7,218.1,£22.00,"£4,151.26","150,825",credit
2023-12-19,C004,aut,R2677,126.7,163.6,£52.00,"£6,585.90","240,161",Draft
05/03/2023,C009,AUT,R5021,27.7,34.8,£52.00,"1,440.15","54,046",Credit
2023-05-15,C999,SOC,R2082,null,236.2,42.00,"£8,143.91","287,780",billed
18/07/2023,C010,Aut ,R5587,19.6,24.0,52.00,#REF!,"38,053",billed
12/04/2023,C002,soc ,R1563,629.3,804.0,£42.00,"£26,428.70","INR 927,195",Draft
2023.12.15,C011,AUT,R6129,5.4,6.9,52.00,GBP 281.70,"₹10,616",Credit
2023-08-23,C004,DEV,R2621,203.0,254.3,45.00,"9,134.00","₹427,017",draft
07/02/2023,C001,soc ,R1020,204.0,256.5,£42.00,"8,569.23","301,512",Credit
2023-05-06,C007,Dev,R4114,85.0,113.2,GBP 45.00,"GBP 3,822.96","INR 175,330",Billed
